City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,El Estor,GT,2022-04-03 21:56:48,15.5333,-89.35,90.88,44,20,5.3
1,Fortuna,US,2022-04-03 21:56:49,40.5982,-124.1573,59.94,65,0,17.27
2,Ushuaia,AR,2022-04-03 21:55:35,-54.8,-68.3,38.86,87,75,20.71
3,Port Lincoln,AU,2022-04-03 21:56:09,-34.7333,135.8667,59.77,81,2,2.95
4,Roald,NO,2022-04-03 21:56:49,62.5833,6.1333,38.75,100,100,4.61
5,Yellowknife,CA,2022-04-03 21:51:56,62.456,-114.3525,23.41,63,75,13.8
6,Marsh Harbour,BS,2022-04-03 21:56:50,26.5412,-77.0636,76.48,75,35,15.95
7,Lavrentiya,RU,2022-04-03 21:56:50,65.5833,-171.0,-5.04,84,15,11.83
8,Vaini,TO,2022-04-03 21:56:50,-21.2,-175.2,75.36,94,75,5.75
9,Acapulco,MX,2022-04-03 21:52:33,16.8634,-99.8901,83.93,55,19,11.27
10,Grindavik,IS,2022-04-03 21:53:37,63.8424,-22.4338,39.15,100,75,11.5
11,Rawson,AR,2022-04-03 21:56:51,-43.3002,-65.1023,59.23,34,10,5.97
12,Tautira,PF,2022-04-03 21:56:51,-17.7333,-149.15,82.08,75,33,14.14
13,Talnakh,RU,2022-04-03 21:56:51,69.4865,88.3972,-0.17,97,84,6.93
14,Mar Del Plata,AR,2022-04-03 21:56:52,-38.0023,-57.5575,60.82,73,75,17.27
15,Hermanus,ZA,2022-04-03 21:56:52,-34.4187,19.2345,59.81,90,8,6.93
16,Bredasdorp,ZA,2022-04-03 21:56:52,-34.5322,20.0403,60.49,91,39,0.65
17,Praia Da Vitoria,PT,2022-04-03 21:56:53,38.7333,-27.0667,59.76,94,40,14.81
18,Provideniya,RU,2022-04-03 21:56:53,64.3833,-173.3,10.51,67,0,13.42
19,Ilhabela,BR,2022-04-03 21:56:54,-23.7781,-45.3581,74.86,90,24,7.47
20,Esperance,AU,2022-04-03 21:56:54,-33.8667,121.9,64.24,91,100,5.28
21,Rikitea,PF,2022-04-03 21:56:54,-23.1203,-134.9692,76.8,67,58,10.07
22,Mataura,NZ,2022-04-03 21:56:54,-46.1927,168.8643,54.52,79,95,1.72
23,Codrington,AU,2022-04-03 21:56:55,-38.2667,141.9667,59.32,80,98,3.89
24,Busselton,AU,2022-04-03 21:56:55,-33.65,115.3333,60.85,82,30,14.2
25,Dawlatabad,AF,2022-04-03 21:56:55,36.4141,64.9053,63.45,32,5,2.42
26,Sinnar,SD,2022-04-03 21:56:56,13.5691,33.5672,92.79,16,83,6.64
27,Deputatskiy,RU,2022-04-03 21:56:56,69.3,139.9,-13.0,99,71,0.98
28,Klaksvik,FO,2022-04-03 21:56:56,62.2266,-6.589,45.52,98,100,12.86
29,Nyimba,ZM,2022-04-03 21:56:57,-14.5566,30.8149,68.0,97,36,3.96
30,Severo-Kurilsk,RU,2022-04-03 21:52:28,50.6789,156.125,33.3,87,23,11.81
31,Ust-Tsilma,RU,2022-04-03 21:56:57,65.441,52.1498,21.36,95,100,8.86
32,Upernavik,GL,2022-04-03 21:56:57,72.7868,-56.1549,15.53,84,65,4.9
33,Punta Arenas,CL,2022-04-03 21:56:58,-53.15,-70.9167,42.91,70,20,23.02
34,Loandjili,CG,2022-04-03 21:56:58,-4.7561,11.8578,78.03,91,46,4.27
35,Maine-Soroa,NE,2022-04-03 21:56:58,13.2114,12.0241,86.34,7,63,6.46
36,Lebu,CL,2022-04-03 21:52:47,-37.6167,-73.65,54.95,70,0,18.77
37,Adrar,MR,2022-04-03 21:56:59,20.5022,-10.0711,78.26,11,0,12.17
38,Tasiilaq,GL,2022-04-03 21:56:59,65.6145,-37.6368,16.02,94,95,6.08
39,Saint-Philippe,RE,2022-04-03 21:56:59,-21.3585,55.7679,72.99,90,100,11.03
40,Grand Gaube,MU,2022-04-03 21:56:59,-20.0064,57.6608,79.38,82,24,5.99
41,Neiafu,TO,2022-04-03 21:57:00,-18.65,-173.9833,83.08,74,75,8.05
42,Roebourne,AU,2022-04-03 21:57:00,-20.7833,117.1333,79.83,70,0,8.63
43,Airai,TL,2022-04-03 21:57:00,-8.9266,125.4092,56.97,77,28,1.61
44,Iqaluit,CA,2022-04-03 21:57:01,63.7506,-68.5145,26.33,86,40,14.97
45,Santa Rosa,PH,2022-04-03 21:58:01,14.3122,121.1114,78.12,78,93,11.97
46,Tupik,RU,2022-04-03 21:58:01,54.4253,119.9327,12.04,85,85,7.2
47,Ponta Do Sol,PT,2022-04-03 21:53:46,32.6667,-17.1,61.43,75,100,13.8
48,Atuona,PF,2022-04-03 21:58:02,-9.8,-139.0333,79.88,72,52,21.45
49,New Norfolk,AU,2022-04-03 21:58:02,-42.7826,147.0587,56.7,89,97,1.7
50,Norman Wells,CA,2022-04-03 21:58:03,65.282,-126.8329,1.44,55,75,4.61
51,Voh,NC,2022-04-03 21:58:03,-20.9667,164.7,81.27,83,100,4.85
52,Lompoc,US,2022-04-03 21:58:03,34.6391,-120.4579,74.7,79,75,18.41
53,Yerbogachen,RU,2022-04-03 21:58:04,61.2767,108.0108,6.53,93,96,7.72
54,Simbahan,PH,2022-04-03 21:58:04,6.3032,120.5836,81.18,78,74,7.7
55,Tiznit,MA,2022-04-03 21:58:04,29.5833,-9.5,58.24,60,26,1.5
56,Ribeira Grande,PT,2022-04-03 21:58:05,38.5167,-28.7,60.46,78,49,10.07
57,Ponta Delgada,PT,2022-04-03 21:58:05,37.7333,-25.6667,57.92,72,20,5.75
58,Monino,RU,2022-04-03 21:58:06,55.8381,38.1944,27.91,93,100,5.7
59,Margate,GB,2022-04-03 21:58:06,51.3813,1.3862,39.87,64,78,4.0
60,Cherskiy,RU,2022-04-03 21:58:06,68.75,161.3,-0.63,93,100,5.1
61,Jamestown,US,2022-04-03 21:58:07,42.097,-79.2353,35.02,68,99,8.99
62,Gizo,SB,2022-04-03 21:58:07,-8.103,156.8419,83.53,74,98,9.64
63,Karlshamn,SE,2022-04-03 21:58:07,56.1706,14.8619,39.9,82,100,10.47
64,Russell,US,2022-04-03 21:58:08,32.3502,-85.1999,75.96,38,0,7.74
65,Turukhansk,RU,2022-04-03 21:58:08,65.8167,87.9833,-6.63,100,29,4.83
66,Masallatah,LY,2022-04-03 21:58:09,32.6167,14.0,55.51,88,19,18.37
67,Bluff,NZ,2022-04-03 21:58:09,-46.6,168.3333,56.44,74,99,10.25
68,Severo-Yeniseyskiy,RU,2022-04-03 21:58:09,60.3725,93.0408,-1.19,99,68,4.59
69,Yeppoon,AU,2022-04-03 21:58:10,-23.1333,150.7333,73.18,67,77,10.71
70,Kapaa,US,2022-04-03 21:58:10,22.0752,-159.319,80.58,76,60,7.0
71,Albany,US,2022-04-03 21:54:58,42.6001,-73.9662,39.76,87,100,2.59
72,Nanortalik,GL,2022-04-03 21:58:11,60.1432,-45.2371,35.38,81,95,5.61
73,Kavaratti,IN,2022-04-03 21:58:11,10.5669,72.642,82.11,71,84,6.67
74,Dikson,RU,2022-04-03 21:58:11,73.5069,80.5464,-2.72,99,36,9.33
75,Denpasar,ID,2022-04-03 21:58:12,-8.65,115.2167,76.71,100,20,2.3
76,Carnarvon,AU,2022-04-03 21:58:12,-24.8667,113.6333,77.07,83,40,9.22
77,Terrace,CA,2022-04-03 21:57:08,54.5163,-128.6035,44.51,65,75,24.16
78,Centerville,US,2022-04-03 21:58:13,39.6284,-84.1594,55.72,49,40,5.75
79,Kavieng,PG,2022-04-03 21:53:25,-2.5744,150.7967,82.29,73,99,4.68
80,Tawang,IN,2022-04-03 21:58:13,27.5833,91.8667,47.84,95,100,2.35
81,Sovetskaya Gavan,RU,2022-04-03 21:58:14,48.9723,140.2878,38.03,75,94,7.83
82,Cape Town,ZA,2022-04-03 21:53:15,-33.9258,18.4232,62.28,85,20,10.36
83,Markova,UA,2022-04-03 21:58:14,48.6758,24.4138,24.26,92,99,4.65
84,Victoria,HK,2022-04-03 21:56:41,22.2855,114.1577,64.33,61,0,8.99
85,Soc Trang,VN,2022-04-03 21:58:15,9.6033,105.98,76.59,82,100,10.13
86,Toamasina,MG,2022-04-03 21:58:15,-18.1667,49.3833,75.2,88,20,6.91
87,Yaounde,CM,2022-04-03 21:59:16,3.8667,11.5167,70.75,89,100,5.64
88,Shambu,ET,2022-04-03 21:59:16,9.5667,37.1,62.58,39,90,2.66
89,Fairbanks,US,2022-04-03 21:55:49,64.8378,-147.7164,25.25,57,0,5.75
90,Arraial Do Cabo,BR,2022-04-03 21:59:16,-22.9661,-42.0278,78.76,88,40,6.91
91,Pevek,RU,2022-04-03 21:59:17,69.7008,170.3133,-12.87,92,22,2.28
92,Hashtrud,IR,2022-04-03 21:59:17,37.4779,47.0508,53.96,43,10,6.4
93,Barrow,US,2022-04-03 21:57:03,71.2906,-156.7887,-8.09,94,61,14.67
94,Duku,NG,2022-04-03 21:59:18,11.2361,4.9073,90.61,21,92,2.57
95,Predivinsk,RU,2022-04-03 21:59:18,57.0669,93.4378,13.41,95,49,1.32
96,Georgetown,MY,2022-04-03 21:59:18,5.4112,100.3354,76.95,99,20,3.44
97,Chokurdakh,RU,2022-04-03 21:54:30,70.6333,147.9167,-14.85,99,77,3.13
98,Bamnet Narong,TH,2022-04-03 21:59:19,15.4992,101.6897,67.62,53,96,13.91
99,Siloam Springs,US,2022-04-03 21:59:19,36.1881,-94.5405,73.98,42,97,15.01
100,East London,ZA,2022-04-03 21:59:20,-33.0153,27.9116,71.11,88,69,12.5
101,Kaitangata,NZ,2022-04-03 21:58:35,-46.2817,169.8464,55.31,75,93,4.99
102,Hay River,CA,2022-04-03 21:54:30,60.8156,-115.7999,39.18,45,75,11.5
103,Khatanga,RU,2022-04-03 21:57:19,71.9667,102.5,-32.35,100,99,3.31
104,Ilulissat,GL,2022-04-03 21:59:20,69.2167,-51.1,21.11,96,18,5.77
105,Kudahuvadhoo,MV,2022-04-03 21:59:21,2.6708,72.8944,82.49,64,7,2.57
106,Tabuk,PH,2022-04-03 21:59:21,17.4189,121.4443,71.67,97,100,6.17
107,Naron,ES,2022-04-03 21:59:22,43.5167,-8.1528,48.6,61,5,15.82
108,Marzuq,YE,2022-04-03 21:59:22,14.4,46.4667,68.23,34,2,5.14
109,Hilo,US,2022-04-03 21:59:22,19.7297,-155.09,77.25,86,100,9.22
110,Lasa,IT,2022-04-03 21:59:23,46.6166,10.7002,35.37,97,100,0.2
111,Manokwari,ID,2022-04-03 21:59:23,-0.8667,134.0833,78.73,78,100,3.6
112,Port Alfred,ZA,2022-04-03 21:59:24,-33.5906,26.891,66.18,93,97,4.0
113,Beringovskiy,RU,2022-04-03 21:57:17,63.05,179.3167,-1.05,79,31,16.71
114,Hobart,AU,2022-04-03 21:56:48,-42.8794,147.3294,57.06,92,75,8.05
115,Rock Sound,BS,2022-04-03 21:59:24,24.9,-76.2,77.47,74,4,3.74
116,Jaca,ES,2022-04-03 21:59:24,42.569,-0.5499,29.98,74,48,5.7
117,Luderitz,NA,2022-04-03 21:58:22,-26.6481,15.1594,59.65,87,0,5.59
118,Khomeyn,IR,2022-04-03 21:59:25,33.6423,50.0789,62.11,26,100,4.09
119,Qaanaaq,GL,2022-04-03 21:59:25,77.484,-69.3632,12.85,72,72,6.78
120,Vestmannaeyjar,IS,2022-04-03 21:58:28,63.4427,-20.2734,42.89,81,100,16.82
121,Gueret,FR,2022-04-03 21:59:26,46.1667,1.8667,20.01,97,40,1.05
122,Tura,IN,2022-04-03 21:57:42,25.5198,90.2201,68.5,97,21,6.4
123,Nikolskoye,RU,2022-04-03 21:59:26,59.7035,30.7861,29.8,96,34,3.51
124,Tuatapere,NZ,2022-04-03 21:57:26,-46.1333,167.6833,54.88,74,59,2.44
125,Constitucion,CL,2022-04-03 21:54:53,-35.3333,-72.4167,60.4,50,0,19.66
126,Irbeyskoye,RU,2022-04-03 21:59:26,55.6428,95.4522,22.26,88,88,2.73
127,Show Low,US,2022-04-03 21:59:27,34.2542,-110.0298,66.07,18,0,13.8
128,Daru,PG,2022-04-03 21:59:27,-9.0763,143.2092,81.19,78,26,5.64
129,Amazar,RU,2022-04-03 21:59:27,53.858,120.875,15.26,73,31,5.46
130,Mayumba,GA,2022-04-03 21:59:28,-3.432,10.6554,77.52,93,36,2.75
131,Grand Forks,US,2022-04-03 21:59:28,47.9417,-97.4337,35.78,64,100,6.11
132,Kagoro,NG,2022-04-03 21:59:28,9.6,8.3833,78.06,47,91,2.66
133,Dauphin,CA,2022-04-03 21:59:29,51.1494,-100.0502,37.54,65,75,11.5
134,Trat,TH,2022-04-03 21:59:29,12.5,102.5,67.19,77,89,10.04
135,Cervo,ES,2022-04-03 21:59:03,43.6702,-7.4101,47.97,61,36,19.75
136,Formosa Do Rio Preto,BR,2022-04-03 22:00:30,-11.0483,-45.1931,78.58,55,62,2.57
137,Saskylakh,RU,2022-04-03 22:00:30,71.9167,114.0833,-6.7,98,100,10.65
138,Avera,US,2022-04-03 21:59:08,33.194,-82.5271,74.55,34,0,8.75
139,Jacareacanga,BR,2022-04-03 22:00:31,-6.2222,-57.7528,74.7,99,100,3.15
140,Tomatlan,MX,2022-04-03 22:00:32,19.9333,-105.25,86.47,41,33,13.18
141,Dillon,US,2022-04-03 22:00:32,34.4166,-79.3712,75.18,35,3,10.74
142,Santa Lucia,ES,2022-04-03 21:56:35,27.9117,-15.5407,58.32,82,75,10.36
143,Jibuti,DJ,2022-04-03 22:00:13,11.5,42.5,73.6,74,6,10.6
144,Castro,BR,2022-04-03 22:00:33,-24.7911,-50.0119,65.14,92,80,4.88
145,Agaro,ET,2022-04-03 22:00:33,7.85,36.65,64.6,76,100,3.53
146,Zharkent,KZ,2022-04-03 22:00:33,44.1628,80.0,56.05,34,7,7.27
147,Pokhara,NP,2022-04-03 22:00:34,28.2333,83.9833,66.34,68,32,5.79
148,Halifax,CA,2022-04-03 21:59:25,44.6453,-63.5724,46.69,57,100,19.57
149,Ordu,TR,2022-04-03 22:00:34,40.9086,37.6845,39.4,84,100,2.21
150,Kholodnyy,RU,2022-04-03 22:00:35,62.7167,147.95,-5.44,98,95,0.51
151,Stara Zagora,BG,2022-04-03 22:00:35,42.4328,25.6419,42.67,78,99,4.0
152,Butaritari,KI,2022-04-03 22:00:35,3.0707,172.7902,81.46,70,86,14.74
153,Emerald,AU,2022-04-03 22:00:36,-23.5333,148.1667,68.14,100,100,10.36
154,Longyearbyen,SJ,2022-04-03 21:57:23,78.2186,15.6401,8.44,52,20,20.71
155,Pisco,PE,2022-04-03 22:00:37,-13.7,-76.2167,68.02,87,22,5.64
156,Wajima,JP,2022-04-03 22:00:37,37.4,136.9,47.8,77,8,11.56
157,Moosomin,CA,2022-04-03 22:00:37,50.1333,-101.6677,33.1,95,100,3.2
158,Sitka,US,2022-04-03 21:55:48,57.0531,-135.33,40.89,75,75,18.41
159,Belaya Gora,RU,2022-04-03 22:00:38,68.5333,146.4167,-9.45,100,98,0.72
160,Touros,BR,2022-04-03 22:00:38,-5.1989,-35.4608,77.65,88,100,9.57
161,Komsomolskiy,UZ,2022-04-03 22:00:39,40.4272,71.7189,60.17,40,100,3.85
162,Fort Dodge,US,2022-04-03 22:00:39,42.4975,-94.168,51.8,62,0,14.97
163,Hambantota,LK,2022-04-03 22:00:40,6.1241,81.1185,75.54,100,20,3.44
164,Soe,ID,2022-04-03 22:00:40,-9.8607,124.284,63.19,87,13,3.47
165,Geraldton,AU,2022-04-03 22:00:40,-28.7667,114.6,73.81,78,100,14.97
166,Clyde River,CA,2022-04-03 22:00:41,70.4692,-68.5914,8.76,95,70,4.76
167,Solnechnyy,RU,2022-04-03 21:57:08,50.7214,136.6319,35.17,83,100,8.05
168,San Patricio,US,2022-04-03 22:00:43,28.017,-97.5169,86.18,50,0,14.63
169,Vao,NC,2022-04-03 22:00:43,-22.6667,167.4833,79.39,87,79,17.52
170,La Libertad,EC,2022-04-03 22:00:43,-2.2333,-80.9,77.05,77,76,10.18
171,Avarua,CK,2022-04-03 22:00:44,-21.2078,-159.775,80.65,78,20,5.75
172,Necochea,AR,2022-04-03 21:56:26,-38.5473,-58.7368,54.05,54,85,12.88
173,Ouro Fino,BR,2022-04-03 22:00:44,-22.2831,-46.3692,66.13,95,26,4.14
174,Ouegoa,NC,2022-04-03 22:00:45,-20.35,164.4333,81.86,82,100,10.49
175,Zaysan,KZ,2022-04-03 22:00:45,47.4667,84.8667,40.87,58,2,2.93
176,Saint-Pierre,RE,2022-04-03 22:00:45,-21.3393,55.4781,73.08,94,0,3.44
177,Miasskoye,RU,2022-04-03 22:00:46,55.2784,61.8905,45.48,90,100,11.88
178,Ranong,TH,2022-04-03 22:00:46,9.9658,98.6348,75.38,93,86,3.29
179,Leningradskiy,RU,2022-04-03 22:00:47,69.3833,178.4167,-11.06,98,91,3.0
180,San Cristobal,VE,2022-04-03 22:00:47,7.7669,-72.225,78.93,56,46,4.36
181,Chuy,UY,2022-04-03 22:01:47,-33.6971,-53.4616,67.01,81,96,6.22
182,Sao Filipe,CV,2022-04-03 22:01:48,14.8961,-24.4956,71.08,73,14,8.68
183,Mackay,AU,2022-04-03 21:57:58,-21.15,149.2,77.68,94,75,6.91
184,Nabire,ID,2022-04-03 22:01:48,-3.3667,135.4833,76.21,83,51,3.56
185,Harlow,GB,2022-04-03 22:01:05,51.7766,0.1116,43.81,63,97,10.94
186,Sabang,ID,2022-04-03 22:01:48,5.8933,95.3214,80.55,76,100,9.75
187,Bandar-E Lengeh,IR,2022-04-03 22:01:49,26.5579,54.8807,78.04,52,21,5.41
188,Altay,CN,2022-04-03 22:01:49,47.8667,88.1167,33.82,53,1,8.68
189,Andahuaylas,PE,2022-04-03 22:01:49,-13.6556,-73.3872,59.7,73,78,6.4
190,Lorengau,PG,2022-04-03 22:01:50,-2.0226,147.2712,81.14,76,100,1.43
191,Jilotepec,MX,2022-04-03 22:01:50,19.6,-96.9333,72.64,63,100,4.83
192,Gumrak,RU,2022-04-03 22:01:50,48.7826,44.3824,51.71,66,0,20.13
193,Bethel,US,2022-04-03 22:01:51,41.3712,-73.414,42.94,91,100,5.44
194,Kedrovyy,RU,2022-04-03 22:01:51,56.1667,91.8167,18.01,96,100,3.78
195,Chicama,PE,2022-04-03 22:00:54,-7.8447,-79.1469,76.24,66,63,9.37
196,Leh,IN,2022-04-03 22:01:51,34.1667,77.5833,23.94,65,58,5.41
197,Lagoa,PT,2022-04-03 22:01:52,39.05,-27.9833,59.02,81,16,18.7
198,Hithadhoo,MV,2022-04-03 22:01:52,-0.6,73.0833,82.74,70,32,5.48
199,Henties Bay,NA,2022-04-03 22:01:52,-22.116,14.2845,61.18,86,0,6.82
200,Tuktoyaktuk,CA,2022-04-03 22:01:52,69.4541,-133.0374,-9.81,91,98,5.23
201,Santiago,CL,2022-04-03 22:01:26,-33.4569,-70.6483,76.28,37,0,12.66
202,Bentiu,SS,2022-04-03 22:01:53,9.2333,29.8333,86.7,43,84,4.99
203,College,US,2022-04-03 22:01:54,64.8569,-147.8028,26.22,57,100,3.0
204,Puerto Ayora,EC,2022-04-03 22:01:54,-0.7393,-90.3518,78.55,93,62,8.01
205,Pulsano,IT,2022-04-03 22:01:55,40.3821,17.3564,53.22,82,99,4.0
206,Palasa,IN,2022-04-03 22:01:55,18.7667,84.4167,76.57,94,57,9.78
207,Tazovskiy,RU,2022-04-03 22:01:55,67.4667,78.7,-6.97,100,79,7.83
208,Maltahohe,NA,2022-04-03 22:01:56,-24.8333,16.9833,59.45,33,0,10.4
209,Thompson,CA,2022-04-03 22:01:56,55.7435,-97.8558,33.13,89,100,7.72
210,Ho Chi Minh City,VN,2022-04-03 22:00:01,10.75,106.6667,75.22,78,40,4.61
211,Rocky Mountain House,CA,2022-04-03 22:01:56,52.3668,-114.9188,49.32,35,87,10.04
212,Fort Saint James,CA,2022-04-03 22:01:57,54.4333,-124.25,43.16,41,100,9.86
213,Mahebourg,MU,2022-04-03 22:01:57,-20.4081,57.7,79.25,83,75,11.5
214,Kodiak,US,2022-04-03 22:01:57,57.79,-152.4072,36.91,81,100,9.22
215,Katsuura,JP,2022-04-03 22:01:58,35.1333,140.3,48.22,88,100,15.97
216,Macaubas,BR,2022-04-03 22:01:58,-13.0194,-42.6986,77.11,50,90,8.93
217,Kambove,CD,2022-04-03 22:01:58,-10.8764,26.5969,61.7,95,96,2.3
218,Havre-Saint-Pierre,CA,2022-04-03 22:01:58,50.2334,-63.5986,35.56,74,29,9.22
219,Maniitsoq,GL,2022-04-03 22:01:59,65.4167,-52.9,31.1,87,3,6.85
220,Boa Vista,BR,2022-04-03 22:00:39,2.8197,-60.6733,75.58,87,100,5.97
221,Ust-Maya,RU,2022-04-03 22:01:59,60.4167,134.5333,14.29,90,100,1.95
222,Koungou,YT,2022-04-03 22:01:59,-12.7336,45.2042,82.11,83,40,5.75
223,Aksarka,RU,2022-04-03 22:02:00,66.5606,67.7975,16.05,85,100,15.46
224,Lewisporte,CA,2022-04-03 22:02:00,49.2499,-55.0482,40.55,81,95,12.39
225,Artyom,AZ,2022-04-03 22:02:00,40.4723,50.333,71.74,57,93,18.68
226,Namatanai,PG,2022-04-03 22:02:01,-3.6667,152.4333,81.43,80,96,3.24
227,Mokrous,RU,2022-04-03 22:02:01,51.2333,47.5167,48.6,87,100,8.08
228,Pangnirtung,CA,2022-04-03 22:02:01,66.1451,-65.7125,24.26,94,100,2.46
229,Daura,NG,2022-04-03 22:03:02,11.5538,11.4085,83.89,9,100,7.38
230,Kimbe,PG,2022-04-03 22:03:02,-5.5502,150.1429,80.2,73,100,2.71
231,Enniskerry,IE,2022-04-03 22:03:02,53.1925,-6.1692,47.08,88,100,14.45
232,Muros,ES,2022-04-03 22:03:03,42.7762,-9.0603,47.08,60,0,21.61
233,Narsaq,GL,2022-04-03 22:03:03,60.9167,-46.05,41.22,83,100,1.81
234,Yaransk,RU,2022-04-03 22:03:03,57.3033,47.8861,27.32,94,100,8.72
235,Cayenne,GF,2022-04-03 22:00:09,4.9333,-52.3333,80.1,1,100,5.75
236,Damietta,EG,2022-04-03 22:03:03,31.4165,31.8133,62.44,79,25,8.88
237,Hamina,FI,2022-04-03 22:03:04,60.5697,27.1979,29.48,88,100,7.09
238,Maumere,ID,2022-04-03 22:03:04,-8.6199,122.2111,77.74,73,33,3.74
239,Bastrop,US,2022-04-03 22:03:04,32.7562,-91.8724,80.28,37,0,1.01
240,Compostela,PH,2022-04-03 22:03:05,7.6731,126.0889,73.42,95,99,2.13
241,Abay,KZ,2022-04-03 22:03:05,49.6311,72.8539,35.98,77,100,5.39
242,Saint-Augustin,CA,2022-04-03 21:59:47,51.226,-58.6502,35.76,80,73,15.97
243,Juazeiro,BR,2022-04-03 22:03:06,-9.4117,-40.4986,84.67,42,37,16.73
244,Guerrero Negro,MX,2022-04-03 22:03:07,27.9769,-114.0611,65.68,53,16,16.89
245,Claveria,PH,2022-04-03 22:03:07,18.6074,121.0832,75.36,89,100,21.03
246,Mutis,CO,2022-04-03 22:03:07,6.2262,-77.4044,82.36,79,97,6.49
247,Cidreira,BR,2022-04-03 22:03:08,-30.1811,-50.2056,70.16,95,100,18.14
248,Bathsheba,BB,2022-04-03 22:03:08,13.2167,-59.5167,78.19,73,7,15.64
249,Tiffin,US,2022-04-03 22:02:19,41.1145,-83.178,46.58,70,100,7.7
250,Zhanaozen,KZ,2022-04-03 22:03:09,43.3,52.8,56.14,54,68,9.06
251,Mehamn,NO,2022-04-03 22:03:09,71.0357,27.8492,26.55,54,75,9.22
252,Etchojoa,MX,2022-04-03 22:03:12,26.9167,-109.6333,82.4,32,17,13.4
253,Payakumbuh,ID,2022-04-03 22:03:12,-0.2202,100.6308,67.32,97,73,2.77
254,Tpig,RU,2022-04-03 22:03:12,41.7801,47.589,43.27,59,100,10.49
255,Port Hardy,CA,2022-04-03 22:03:13,50.6996,-127.4199,43.83,77,80,9.26
256,Rancho Palos Verdes,US,2022-04-03 22:03:13,33.7445,-118.387,71.42,77,40,14.97
257,Hami,CN,2022-04-03 22:03:13,42.8,93.45,51.75,27,0,7.4
258,Teya,RU,2022-04-03 22:03:13,60.3778,92.6267,-1.7,100,72,3.98
259,Bambous Virieux,MU,2022-04-03 22:03:14,-20.3428,57.7575,79.21,83,75,11.5
260,Yulara,AU,2022-04-03 22:03:14,-25.2406,130.9889,58.73,35,0,6.29
261,San Nicolas,PH,2022-04-03 22:03:14,18.1725,120.5953,78.12,79,100,15.99
262,Saldanha,ZA,2022-04-03 22:02:48,-33.0117,17.9442,60.73,81,0,8.37
263,Anqing,CN,2022-04-03 22:03:15,30.5092,117.0506,49.62,70,64,3.4
264,Khandyga,RU,2022-04-03 22:03:15,62.6667,135.6,8.47,91,86,3.85
265,General Pico,AR,2022-04-03 22:01:24,-35.6566,-63.7568,58.14,21,5,8.21
266,Hualmay,PE,2022-04-03 22:03:16,-11.0964,-77.6139,72.12,78,19,10.78
267,Abonnema,NG,2022-04-03 22:03:16,4.7084,6.7931,79.75,84,97,6.04
268,Hasaki,JP,2022-04-03 22:03:16,35.7333,140.8333,48.6,74,99,17.87
269,Santa Maria,BR,2022-04-03 22:02:55,-29.6842,-53.8069,63.48,99,100,4.29
270,Ugoofaaru,MV,2022-04-03 22:03:17,5.6667,73.0,82.54,70,8,3.02
271,Bonavista,CA,2022-04-03 22:03:17,48.6499,-53.1147,35.87,88,99,15.48
272,Portland,US,2022-04-03 22:01:49,45.5234,-122.6762,59.27,63,100,11.01
